,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked,Deck,Title
1281,-1,1,"Payne, Mr. Vivian Ponsonby",0,23,0,0,93,0,2,Mr
1282,-1,1,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",1,51,0,1,39,0,4,Mrs
1283,-1,3,"Abbott, Master. Eugene Joseph",0,13,0,2,20,0,8,Master
1284,-1,2,"Gilbert, Mr. William",0,47,0,0,10,0,8,Mr
1285,-1,3,"Kink-Heilmann, Mr. Anton",0,29,3,1,22,0,8,Mr
1286,-1,1,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",1,18,1,0,60,0,3,Mrs
1287,-1,3,"Colbert, Mr. Patrick",0,24,0,0,7,2,8,Mr
1288,-1,1,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",1,48,1,1,79,1,2,Mrs
1289,-1,3,"Larsson-Rondberg, Mr. Edvard A",0,22,0,0,7,0,8,Mr
1290,-1,3,"Conlon, Mr. Thomas Henry",0,31,0,0,7,2,8,Mr
1291,-1,1,"Bonnell, Miss. Caroline",1,30,0,0,164,0,3,Miss
1292,-1,2,"Gale, Mr. Harry",0,38,1,0,21,0,8,Mr
1293,-1,1,"Gibson, Miss. Dorothy Winifred",1,22,0,1,59,1,8,Miss
1294,-1,1,"Carrau, Mr. Jose Pedro",0,17,0,0,47,0,8,Mr
1295,-1,1,"Frauenthal, Mr. Isaac Gerald",0,43,1,0,27,1,4,Mr
1296,-1,2,"Nourney, Mr. Alfred (Baron von Drachstedt"")""",0,20,0,0,13,1,4,Mr
1297,-1,2,"Ware, Mr. William Jeffery",0,23,1,0,10,0,8,Mr
1298,-1,1,"Widener, Mr. George Dunton",0,50,1,1,211,1,3,Mr
1299,-1,3,"Riordan, Miss. Johanna Hannah""""",1,18,0,0,7,2,8,Miss
1300,-1,3,"Peacock, Miss. Treasteall",1,3,1,1,13,0,8,Miss
1301,-1,3,"Naughton, Miss. Hannah",1,21,0,0,7,2,8,Miss
1302,-1,1,"Minahan, Mrs. William Edward (Lillian E Thorpe)",1,37,1,0,90,2,3,Mrs
1303,-1,3,"Henriksson, Miss. Jenny Lovisa",1,28,0,0,7,0,8,Miss
1304,-1,3,"Spector, Mr. Woolf",0,26,0,0,8,0,8,Mr
1305,-1,1,"Oliva y Ocana, Dona. Fermina",1,39,0,0,108,1,3,Rare
1306,-1,3,"Saether, Mr. Simon Sivertsen",0,38,0,0,7,0,8,Mr
1307,-1,3,"Ware, Mr. Frederick",0,40,0,0,8,0,8,Mr
1308,-1,3,"Peter, Master. Michael J",0,37,1,1,22,1,8,Master
