Survived,Pclass,SibSp,Parch,Fare,port_sex,Age_bin,Ticket_freq,poly1,poly2,poly3,poly4,poly5,poly6,poly7,poly8,poly9,poly10,poly11,poly13,poly14,poly15,poly16,poly17,poly18,poly19,poly20,poly21,poly22,poly23,poly24,poly25,poly26,poly27,poly28,poly29,poly30,poly32,poly36,poly38,poly39,poly40,poly41,poly42,poly43,poly44,poly45,poly46,poly47,poly48,poly49,poly50,poly51,poly52,poly53,0,1,2,3,4,6,7,13,15,16,17,19,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,41,42,48,50,51,57,59,60,61
1,3,0,0,7,157,0,1,3.0,0.0,0.0,7.0,1014.0,157.0,0.0,1.0,1369.0,111.0,0.0,259.0,37518.0,5809.0,0.0,37.0,9.0,0.0,0.0,21.0,3042.0,471.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,1099.0,0.0,7.0,1028196.0,159198.0,0.0,1014.0,24649.0,0.0,157.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,0,0,8,623,2,1,3.0,0.0,0.0,8.0,1014.0,623.0,2.0,1.0,1444.0,114.0,0.0,304.0,38532.0,23674.0,76.0,38.0,9.0,0.0,0.0,24.0,3042.0,1869.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,16.0,8.0,1028196.0,631722.0,2028.0,1014.0,388129.0,1246.0,623.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,2,0,18,293,1,2,3.0,2.0,0.0,18.0,1014.0,293.0,1.0,2.0,1521.0,117.0,78.0,702.0,39546.0,11427.0,39.0,78.0,9.0,6.0,0.0,54.0,3042.0,879.0,3.0,6.0,4.0,0.0,36.0,2028.0,586.0,4.0,0.0,0.0,324.0,18252.0,5274.0,18.0,36.0,1028196.0,297102.0,1014.0,2028.0,85849.0,293.0,586.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1,3,1,0,11,113,0,2,3.0,1.0,0.0,11.0,1014.0,113.0,0.0,2.0,1600.0,120.0,40.0,440.0,40560.0,4520.0,0.0,80.0,9.0,3.0,0.0,33.0,3042.0,339.0,0.0,6.0,1.0,0.0,11.0,1014.0,113.0,2.0,0.0,0.0,121.0,11154.0,1243.0,0.0,22.0,1028196.0,114582.0,0.0,2028.0,12769.0,0.0,226.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,3,1,0,9,293,7,1,3.0,1.0,0.0,9.0,1014.0,293.0,7.0,1.0,1681.0,123.0,41.0,369.0,41574.0,12013.0,287.0,41.0,9.0,3.0,0.0,27.0,3042.0,879.0,21.0,3.0,1.0,0.0,9.0,1014.0,293.0,1.0,0.0,0.0,81.0,9126.0,2637.0,63.0,9.0,1028196.0,297102.0,7098.0,1014.0,85849.0,2051.0,293.0,49.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,2,1,0,21,293,4,2,2.0,1.0,0.0,21.0,1014.0,293.0,4.0,2.0,1764.0,84.0,42.0,882.0,42588.0,12306.0,168.0,84.0,4.0,2.0,0.0,42.0,2028.0,586.0,8.0,4.0,1.0,0.0,21.0,1014.0,293.0,2.0,0.0,0.0,441.0,21294.0,6153.0,84.0,42.0,1028196.0,297102.0,4056.0,2028.0,85849.0,1172.0,586.0,16.0,8.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,3,0,0,7,157,6,1,3.0,0.0,0.0,7.0,1014.0,157.0,6.0,1.0,1849.0,129.0,0.0,301.0,43602.0,6751.0,258.0,43.0,9.0,0.0,0.0,21.0,3042.0,471.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,1099.0,42.0,7.0,1028196.0,159198.0,6084.0,1014.0,24649.0,942.0,157.0,36.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,2,1,2,41,113,0,4,2.0,1.0,2.0,41.0,1014.0,113.0,0.0,4.0,1936.0,88.0,44.0,1804.0,44616.0,4972.0,0.0,176.0,4.0,2.0,4.0,82.0,2028.0,226.0,0.0,8.0,1.0,2.0,41.0,1014.0,113.0,4.0,226.0,8.0,1681.0,41574.0,4633.0,0.0,164.0,1028196.0,114582.0,0.0,4056.0,12769.0,0.0,452.0,0.0,0.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1,3,0,0,7,60,1,1,3.0,0.0,0.0,7.0,1014.0,60.0,1.0,1.0,2025.0,135.0,0.0,315.0,45630.0,2700.0,45.0,45.0,9.0,0.0,0.0,21.0,3042.0,180.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,420.0,7.0,7.0,1028196.0,60840.0,1014.0,1014.0,3600.0,60.0,60.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,3,0,0,8,623,2,1,3.0,0.0,0.0,8.0,1014.0,623.0,2.0,1.0,2116.0,138.0,0.0,368.0,46644.0,28658.0,92.0,46.0,9.0,0.0,0.0,24.0,3042.0,1869.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,16.0,8.0,1028196.0,631722.0,2028.0,1014.0,388129.0,1246.0,623.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,1,0,15,63,8,2,3.0,1.0,0.0,15.0,1014.0,63.0,8.0,2.0,2209.0,141.0,47.0,705.0,47658.0,2961.0,376.0,94.0,9.0,3.0,0.0,45.0,3042.0,189.0,24.0,6.0,1.0,0.0,15.0,1014.0,63.0,2.0,0.0,0.0,225.0,15210.0,945.0,120.0,30.0,1028196.0,63882.0,8112.0,2028.0,3969.0,504.0,126.0,64.0,16.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,3,0,0,7,60,7,1,3.0,0.0,0.0,7.0,1014.0,60.0,7.0,1.0,2304.0,144.0,0.0,336.0,48672.0,2880.0,336.0,48.0,9.0,0.0,0.0,21.0,3042.0,180.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,420.0,49.0,7.0,1028196.0,60840.0,7098.0,1014.0,3600.0,420.0,60.0,49.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,3,2,0,21,157,7,3,3.0,2.0,0.0,21.0,1014.0,157.0,7.0,3.0,2401.0,147.0,98.0,1029.0,49686.0,7693.0,343.0,147.0,9.0,6.0,0.0,63.0,3042.0,471.0,21.0,9.0,4.0,0.0,42.0,2028.0,314.0,6.0,0.0,0.0,441.0,21294.0,3297.0,147.0,63.0,1028196.0,159198.0,7098.0,3042.0,24649.0,1099.0,471.0,49.0,21.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,1,0,17,293,1,2,3.0,1.0,0.0,17.0,1014.0,293.0,1.0,2.0,2500.0,150.0,50.0,850.0,50700.0,14650.0,50.0,100.0,9.0,3.0,0.0,51.0,3042.0,879.0,3.0,6.0,1.0,0.0,17.0,1014.0,293.0,2.0,0.0,0.0,289.0,17238.0,4981.0,17.0,34.0,1028196.0,297102.0,1014.0,2028.0,85849.0,293.0,586.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,3,4,1,39,623,0,7,3.0,4.0,1.0,39.0,1014.0,623.0,0.0,7.0,2601.0,153.0,204.0,1989.0,51714.0,31773.0,0.0,357.0,9.0,12.0,3.0,117.0,3042.0,1869.0,0.0,21.0,16.0,4.0,156.0,4056.0,2492.0,28.0,623.0,7.0,1521.0,39546.0,24297.0,0.0,273.0,1028196.0,631722.0,0.0,7098.0,388129.0,0.0,4361.0,0.0,0.0,49.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,0,0,7,623,2,1,3.0,0.0,0.0,7.0,1014.0,623.0,2.0,1.0,2704.0,156.0,0.0,364.0,52728.0,32396.0,104.0,52.0,9.0,0.0,0.0,21.0,3042.0,1869.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,14.0,7.0,1028196.0,631722.0,2028.0,1014.0,388129.0,1246.0,623.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,1,1,0,76,113,9,3,1.0,1.0,0.0,76.0,46.0,113.0,9.0,3.0,2809.0,53.0,53.0,4028.0,2438.0,5989.0,477.0,159.0,1.0,1.0,0.0,76.0,46.0,113.0,9.0,3.0,1.0,0.0,76.0,46.0,113.0,3.0,0.0,0.0,5776.0,3496.0,8588.0,684.0,228.0,2116.0,5198.0,414.0,138.0,12769.0,1017.0,339.0,81.0,27.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,2,1,0,26,293,5,2,2.0,1.0,0.0,26.0,1014.0,293.0,5.0,2.0,2916.0,108.0,54.0,1404.0,54756.0,15822.0,270.0,108.0,4.0,2.0,0.0,52.0,2028.0,586.0,10.0,4.0,1.0,0.0,26.0,1014.0,293.0,2.0,0.0,0.0,676.0,26364.0,7618.0,130.0,52.0,1028196.0,297102.0,5070.0,2028.0,85849.0,1465.0,586.0,25.0,10.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0,1,61,157,9,2,1.0,0.0,1.0,61.0,65.0,157.0,9.0,2.0,3025.0,55.0,0.0,3355.0,3575.0,8635.0,495.0,110.0,1.0,0.0,1.0,61.0,65.0,157.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,2.0,3721.0,3965.0,9577.0,549.0,122.0,4225.0,10205.0,585.0,130.0,24649.0,1413.0,314.0,81.0,18.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,1,0,0,35,623,8,1,1.0,0.0,0.0,35.0,94.0,623.0,8.0,1.0,3136.0,56.0,0.0,1960.0,5264.0,34888.0,448.0,56.0,1.0,0.0,0.0,35.0,94.0,623.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.0,3290.0,21805.0,280.0,35.0,8836.0,58562.0,752.0,94.0,388129.0,4984.0,623.0,64.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,2,0,0,10,293,2,1,2.0,0.0,0.0,10.0,1014.0,293.0,2.0,1.0,3249.0,114.0,0.0,570.0,57798.0,16701.0,114.0,57.0,4.0,0.0,0.0,20.0,2028.0,586.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10140.0,2930.0,20.0,10.0,1028196.0,297102.0,2028.0,1014.0,85849.0,586.0,293.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,3,0,0,7,157,4,1,3.0,0.0,0.0,7.0,1014.0,157.0,4.0,1.0,3364.0,174.0,0.0,406.0,58812.0,9106.0,232.0,58.0,9.0,0.0,0.0,21.0,3042.0,471.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,1099.0,28.0,7.0,1028196.0,159198.0,4056.0,1014.0,24649.0,628.0,157.0,16.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,2,1,2,27,293,0,4,2.0,1.0,2.0,27.0,1014.0,293.0,0.0,4.0,3481.0,118.0,59.0,1593.0,59826.0,17287.0,0.0,236.0,4.0,2.0,4.0,54.0,2028.0,586.0,0.0,8.0,1.0,2.0,27.0,1014.0,293.0,4.0,586.0,8.0,729.0,27378.0,7911.0,0.0,108.0,1028196.0,297102.0,0.0,4056.0,85849.0,0.0,1172.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,3,5,2,46,623,0,8,3.0,5.0,2.0,46.0,1014.0,623.0,0.0,8.0,3600.0,180.0,300.0,2760.0,60840.0,37380.0,0.0,480.0,9.0,15.0,6.0,138.0,3042.0,1869.0,0.0,24.0,25.0,10.0,230.0,5070.0,3115.0,40.0,1246.0,16.0,2116.0,46644.0,28658.0,0.0,368.0,1028196.0,631722.0,0.0,8112.0,388129.0,0.0,4984.0,0.0,0.0,64.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,0,0,7,157,2,1,3.0,0.0,0.0,7.0,1014.0,157.0,2.0,1.0,3721.0,183.0,0.0,427.0,61854.0,9577.0,122.0,61.0,9.0,0.0,0.0,21.0,3042.0,471.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,1099.0,14.0,7.0,1028196.0,159198.0,2028.0,1014.0,24649.0,314.0,157.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,1,0,0,80,293,7,2,1.0,0.0,0.0,80.0,65.0,293.0,7.0,2.0,3844.0,62.0,0.0,4960.0,4030.0,18166.0,434.0,124.0,1.0,0.0,0.0,80.0,65.0,293.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6400.0,5200.0,23440.0,560.0,160.0,4225.0,19045.0,455.0,130.0,85849.0,2051.0,586.0,49.0,14.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,1,0,83,623,8,2,1.0,1.0,0.0,83.0,94.0,623.0,8.0,2.0,3969.0,63.0,63.0,5229.0,5922.0,39249.0,504.0,126.0,1.0,1.0,0.0,83.0,94.0,623.0,8.0,2.0,1.0,0.0,83.0,94.0,623.0,2.0,0.0,0.0,6889.0,7802.0,51709.0,664.0,166.0,8836.0,58562.0,752.0,188.0,388129.0,4984.0,1246.0,64.0,16.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,3,3,2,27,623,0,6,3.0,3.0,2.0,27.0,1014.0,623.0,0.0,6.0,4096.0,192.0,192.0,1728.0,64896.0,39872.0,0.0,384.0,9.0,9.0,6.0,81.0,3042.0,1869.0,0.0,18.0,9.0,6.0,81.0,3042.0,1869.0,18.0,1246.0,12.0,729.0,27378.0,16821.0,0.0,162.0,1028196.0,631722.0,0.0,6084.0,388129.0,0.0,3738.0,0.0,0.0,36.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0,0,27,157,0,1,1.0,0.0,0.0,27.0,1014.0,157.0,0.0,1.0,4225.0,65.0,0.0,1755.0,65910.0,10205.0,0.0,65.0,1.0,0.0,0.0,27.0,1014.0,157.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,27378.0,4239.0,0.0,27.0,1028196.0,159198.0,0.0,1014.0,24649.0,0.0,157.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,3,1,1,15,157,4,3,3.0,1.0,1.0,15.0,1014.0,157.0,4.0,3.0,4356.0,198.0,66.0,990.0,66924.0,10362.0,264.0,198.0,9.0,3.0,3.0,45.0,3042.0,471.0,12.0,9.0,1.0,1.0,15.0,1014.0,157.0,3.0,157.0,3.0,225.0,15210.0,2355.0,60.0,45.0,1028196.0,159198.0,4056.0,3042.0,24649.0,628.0,471.0,16.0,12.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,2,0,0,10,293,5,1,2.0,0.0,0.0,10.0,21.0,293.0,5.0,1.0,4489.0,134.0,0.0,670.0,1407.0,19631.0,335.0,67.0,4.0,0.0,0.0,20.0,42.0,586.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,210.0,2930.0,50.0,10.0,441.0,6153.0,105.0,21.0,85849.0,1465.0,293.0,25.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,8,623,1,1,3.0,0.0,0.0,8.0,1014.0,623.0,1.0,1.0,4624.0,204.0,0.0,544.0,68952.0,42364.0,68.0,68.0,9.0,0.0,0.0,24.0,3042.0,1869.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,8.0,8.0,1028196.0,631722.0,1014.0,1014.0,388129.0,623.0,623.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,3,4,2,7,293,1,1,3.0,4.0,2.0,7.0,1014.0,293.0,1.0,1.0,4761.0,207.0,276.0,483.0,69966.0,20217.0,69.0,69.0,9.0,12.0,6.0,21.0,3042.0,879.0,3.0,3.0,16.0,8.0,28.0,4056.0,1172.0,4.0,586.0,2.0,49.0,7098.0,2051.0,7.0,7.0,1028196.0,297102.0,1014.0,1014.0,85849.0,293.0,293.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,3,2,0,8,623,4,1,3.0,2.0,0.0,8.0,1014.0,623.0,4.0,1.0,4900.0,210.0,140.0,560.0,70980.0,43610.0,280.0,70.0,9.0,6.0,0.0,24.0,3042.0,1869.0,12.0,3.0,4.0,0.0,16.0,2028.0,1246.0,2.0,0.0,0.0,64.0,8112.0,4984.0,32.0,8.0,1028196.0,631722.0,4056.0,1014.0,388129.0,2492.0,623.0,16.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,2,0,0,10,623,6,1,2.0,0.0,0.0,10.0,1014.0,623.0,6.0,1.0,5041.0,142.0,0.0,710.0,71994.0,44233.0,426.0,71.0,4.0,0.0,0.0,20.0,2028.0,1246.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10140.0,6230.0,60.0,10.0,1028196.0,631722.0,6084.0,1014.0,388129.0,3738.0,623.0,36.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,5,2,46,293,0,8,3.0,5.0,2.0,46.0,1014.0,293.0,0.0,8.0,5184.0,216.0,360.0,3312.0,73008.0,21096.0,0.0,576.0,9.0,15.0,6.0,138.0,3042.0,879.0,0.0,24.0,25.0,10.0,230.0,5070.0,1465.0,40.0,586.0,16.0,2116.0,46644.0,13478.0,0.0,368.0,1028196.0,297102.0,0.0,8112.0,85849.0,0.0,2344.0,0.0,0.0,64.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,2,0,0,73,623,2,7,2.0,0.0,0.0,73.0,1014.0,623.0,2.0,7.0,5329.0,146.0,0.0,5329.0,74022.0,45479.0,146.0,511.0,4.0,0.0,0.0,146.0,2028.0,1246.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5329.0,74022.0,45479.0,146.0,511.0,1028196.0,631722.0,2028.0,7098.0,388129.0,1246.0,4361.0,4.0,14.0,49.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
